Restaurant ID,Restaurant Name,City,Locality,Latitude,Longitude,Aggregate rating
17303642,Flatbread Neapolitan Pizzeria,Boise,Boise,43.616068,-116.203466,4.6
17303670,Goldy's Breakfast Bistro,Boise,Boise,43.6149,-116.2023,4.5
17303545,Chandlers Steakhouse,Boise,Boise,43.6157,-116.2064,3.9
17303655,Bar Gernika Basque Pub & Eatery,Boise,Boise,43.614,-116.2031,4.3
17304691,Barbacoa Restaurant,Boise,Boise,43.597235,-116.185034,4.1
17303478,Big Jud's,Boise,Boise,43.5945,-116.2062,4.2
17303480,Bittercreek Ale House,Boise,Boise,43.6167,-116.2022,4.3
17304733,Boise Fry Company,Boise,Boise,43.610279,-116.193409,4.4
17303646,Flying Pie Pizzaria,Boise,Boise,43.6192,-116.2625,4.1
17304929,Fork,Boise,Boise,43.616295,-116.202845,4.4
17303684,Guido's Original New York Style Pizza,Boise,Boise,43.615,-116.199,4.3
17303772,Los Beto's,Boise,Boise,43.6191,-116.2463,4.4
17305123,Lucianos Italian Restaurant,Boise,Boise,43.6051379,-116.245165,4.4
17303787,Mai Thai Restaurant,Boise,Boise,43.6162,-116.2021,4.0
17303990,Shige Japanese Cuisine,Boise,Boise,43.6156,-116.2031,4.1
17304741,The Egg Factory,Boise,Boise,43.619274,-116.281809,4.3
17304726,Tucanos,Boise,Boise,43.591706,-116.280614,4.0
17304486,Texas Roadhouse,Boise,Meridian,43.619108,-116.347304,4.0
17304533,Brick 29,Boise,Nampa,43.5777,-116.5629,4.4
17316233,Winifreds,Cedar Rapids/Iowa City,Cedar Rapids,42.0179,-91.6336,3.7
17315883,Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,Cedar Rapids,42.0281,-91.6327,4.1
17315995,El Super Burrito,Cedar Rapids/Iowa City,Cedar Rapids,41.9748,-91.7148,4.1
17316018,Granite City Food & Brewery,Cedar Rapids/Iowa City,Cedar Rapids,42.0249,-91.6224,4.1
17316038,Irish Democrat,Cedar Rapids/Iowa City,Cedar Rapids,42.01,-91.6347,4.4
17316771,Taste of India,Cedar Rapids/Iowa City,Cedar Rapids,42.0215347,-91.6499622,4.2
17316201,Thai Moon Restaurant,Cedar Rapids/Iowa City,Cedar Rapids,41.9639,-91.7266,4.2
17316208,Ting's Red Lantern,Cedar Rapids/Iowa City,Cedar Rapids,42.0468,-91.6394,4.2
17316389,Monica's,Cedar Rapids/Iowa City,Coralville,41.670466,-91.569767,3.8
17316278,Exotic India,Cedar Rapids/Iowa City,Coralville,41.6685,-91.5687,4.1
17316744,Shorts Burger and Shine,Cedar Rapids/Iowa City,Iowa City,41.660982,-91.534424,4.9
17316751,The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,Iowa City,41.663849,-91.531414,4.5
17316766,Bluebird Diner,Cedar Rapids/Iowa City,Iowa City,41.663751,-91.531093,3.6
17316743,Graze,Cedar Rapids/Iowa City,Iowa City,41.658691,-91.534302,3.8
17316374,A & A Pagliai's Pizza,Cedar Rapids/Iowa City,Iowa City,41.6648,-91.5314,4.3
17316381,Atlas World Grill,Cedar Rapids/Iowa City,Iowa City,41.661,-91.5341,4.3
17316802,BlackStone,Cedar Rapids/Iowa City,Iowa City,41.667742,-91.482165,4.1
17316416,Devotay,Cedar Rapids/Iowa City,Iowa City,41.6625,-91.5318,4.0
17316449,Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,Iowa City,41.6428,-91.5074,4.2
17316603,Zoeys Pizzeria,Cedar Rapids/Iowa City,Marion,42.0331,-91.5995,4.7
16659169,Tokyo Sushi,Chatham-Kent,Chatham-Kent,42.397683,-82.188438,3.7
17558684,Berry Patch Restaurant,Clatskanie,Clatskanie,46.126967,-123.368151,4.3
18366580,Sakura Sushi & Grill,Cochrane,Cochrane,51.183934,-114.472474,3.1
17330755,Uptown Vietnam cuisine,Columbus,Columbus,32.470315,-84.992671,3.3
17330611,Cafe Le Rue @ The Landings,Columbus,Columbus,32.519247,-84.95591,4.6
17330609,Mark's City Grille,Columbus,Columbus,32.555591,-84.927047,4.5
17330024,B Merrell's,Columbus,Columbus,32.5577,-84.9436,3.8
17330074,Cannon Brewpub,Columbus,Columbus,32.4656,-84.9936,3.9
17330185,Fuji Japanese Steak House,Columbus,Columbus,32.5382197,-84.954984,3.9
17330397,Ruth Ann's Family Restaurant,Columbus,Columbus,32.4637,-84.9876,3.7
17330735,Samurai Japanese Cuisine & Sushi Bar,Columbus,Columbus,32.4652417,-84.9933631,3.6
17330676,Wasabi Sushi and Thai,Columbus,Columbus,32.534002,-84.96661,3.7
17330048,Buckhead Bar and Grill,Columbus,Columbus,32.513154,-84.95367,4.2
17330604,Burt's Butcher Shoppe and Eatery,Columbus,Columbus,32.504657,-84.947569,4.3
17330087,Chef Lee's Peking Restaurant,Columbus,Columbus,32.5393,-84.9607,4.0
17330137,Country's Barbecue,Columbus,Columbus,32.4792,-84.9464,4.0
17330155,Deorio's,Columbus,Columbus,32.481,-84.9427,4.0
17330309,Mellow Mushroom,Columbus,Columbus,32.5321,-84.9557,4.1
17330311,Meritage,Columbus,Columbus,32.466158,-84.992093,4.1
17330615,Mongo The Mongolian Fire Pit,Columbus,Columbus,32.560905,-84.938698,4.2
17330638,The Black Cow,Columbus,Columbus,32.468757,-84.991384,4.3
17330628,Wood Stone,Columbus,Columbus,32.527217,-84.963201,4.0
17330546,Hunter's Pub,Columbus,Hamilton,32.7455,-85.0213,4.4
16643459,Consort Restaurant,Consort,Consort,52.0082889,-110.7746994,3.0
17334434,Thatcher's Barbeque and Grill,Dalton,Calhoun,34.5251331,-84.9396931,3.7
17334348,Christian and Jake's Bistro,Dalton,Calhoun,34.474635,-84.926258,4.4
17334213,Dub's High on the Hog,Dalton,Calhoun,34.4972488,-84.9523921,4.4
17334355,Sierra's Mexican Restaurant,Dalton,Chatsworth,34.752476,-84.767911,3.9
17334212,Oakwood Cafe,Dalton,Dalton,34.769686,-84.969393,4.9
17333797,Chili's Grill & Bar,Dalton,Dalton,34.7643,-85.0039,3.8
17334217,Fuji Japanese Steakhouse,Dalton,Dalton,34.759551,-84.992342,3.8
17334273,Las Palmas,Dalton,Dalton,34.759665,-84.992924,3.8
17334254,Tony's Italian Restaurant & Pizza,Dalton,Dalton,34.758645,-84.999678,3.7
17333836,Filling Station,Dalton,Dalton,34.7742,-84.9678,4.1
17334197,Five Guys Burgers and Fries,Dalton,Dalton,34.759273,-84.990925,4.1
17333882,Los Pablos,Dalton,Dalton,34.7604,-84.9964,4.1
17334211,Kobe Hibachi & Sushi,Dalton,Fort Oglethorpe,34.9428786,-85.2229101,4.6
17334390,Soho Hibachi,Dalton,Fort Oglethorpe,34.9528157,-85.246237,4.3
17334034,Thai Garden,Dalton,Fort Oglethorpe,34.9546,-85.2545,4.2
17334414,Southern Bliss Bakery,Dalton,LaFayette,34.705093,-85.294955,3.7
17334082,Bailey's Bar-B-Que,Dalton,Ringgold,34.9273,-85.1321,4.1
17334364,Farm To Fork,Dalton,Ringgold,34.912109,-85.130492,4.3
17334398,Home Plate Grill,Dalton,Ringgold,34.9151853,-85.1079396,4.2
17334219,Pie Slingers Pizzeria,Dalton,Rock Spring,34.851907,-85.249727,4.1
17335173,Olive Tree Cafe,Davenport,Bettendorf,41.574935,-90.496986,4.6
17335195,"Red Ginger Sushi, Grill & Bar",Davenport,Bettendorf,41.53845,-90.522479,4.5
17335225,Crust Stone Oven Pizza,Davenport,Bettendorf,41.5747801,-90.4912446,3.9
17335219,Jimmy's Pancake House,Davenport,Bettendorf,41.548746,-90.504176,4.0
17334965,Trattoria Tiramisu,Davenport,Bettendorf,41.525384,-90.50709,4.1
17335189,Prairie Grille at SteepleGate Inn,Davenport,Davenport,41.593892,-90.574088,3.4
17335156,Tantra Asian Bistro,Davenport,Davenport,41.574459,-90.565837,4.9
17334717,Chick-fil-A,Davenport,Davenport,41.5604,-90.5716,3.9
17334752,Duck City Bistro,Davenport,Davenport,41.5223,-90.5737,3.7
18453427,Frick's Tap,Davenport,Davenport,41.52253634,-90.59466452,0.0
17793744,Los Agaves,Davenport,Davenport,41.5709434,-90.5154313,0.0
17334679,Azteca,Davenport,Davenport,41.5699,-90.5683,4.3
17334718,China Cafe,Davenport,Davenport,41.5749,-90.5321,4.0
17334763,Exotic Thai Restaurant,Davenport,Davenport,41.5747,-90.5432,4.1
17335158,Front Street Brewery,Davenport,Davenport,41.520389,-90.572418,4.3
17334782,Granite City Food & Brewery,Davenport,Davenport,41.5745,-90.5137,4.0
17334846,Los Agaves,Davenport,Davenport,41.559,-90.5686,4.1
17334853,Machine Shed Restaurant,Davenport,Davenport,41.5944,-90.6136,4.1
17335168,Osaka,Davenport,Davenport,41.570997,-90.515175,4.2
17334958,Texas Roadhouse,Davenport,Davenport,41.5747,-90.517,4.2
17258496,Hickory Park,Des Moines,Ames,42.010254,-93.610084,4.5
17259395,The Cafe,Des Moines,Ames,42.048779,-93.643094,4.9
17258350,Flying Mango,Des Moines,Beaverdale,41.614965,-93.677638,4.5
17258136,Cool Basil,Des Moines,Clive,41.600564,-93.739573,4.1
17258522,HuHot Mongolian Grill,Des Moines,Clive,41.60028,-93.760027,4.0
17259958,Malo,Des Moines,Downtown,41.583309,-93.627896,3.2
17258036,Centro,Des Moines,Downtown,41.5857431,-93.6300803,4.5
17259368,Fong's Pizza,Des Moines,Downtown,41.585465,-93.621631,4.6
17257684,A Dong Restaurant,Des Moines,Downtown,41.587219,-93.637401,4.4
17258154,Court Avenue Brewing Company,Des Moines,Downtown,41.58536,-93.620726,4.2
17259340,Django,Des Moines,Downtown,41.584027,-93.629436,4.3
17259243,Miyabi 9,Des Moines,East Village,41.590819,-93.611366,4.8
17259625,Zombie Burger + Drink Lab,Des Moines,East Village,41.590106,-93.61474,4.2
17259169,Tursi's Latin King,Des Moines,Fairground,41.601415,-93.577383,4.1
17259166,Tsing Tsao South,Des Moines,Greater South Side,41.545869,-93.645245,4.1
17259335,Bandit Burrito,Des Moines,Johnston,41.6714654,-93.6976773,4.0
17259248,Jethro's BBQ,Des Moines,Kingman Place Historic District,41.603901,-93.659797,4.3
17258552,The Machine Shed Restaurant,Des Moines,Urbandale,41.615083,-93.772033,3.8
17259550,Mi Patria,Des Moines,West Des Moines,41.594039,-93.73624,4.0
17259200,Waterfront Seafood Market,Des Moines,West Des Moines,41.5991771,-93.7441981,4.2
16615894,The Giggling Goat,Dicky Beach,Dicky Beach,-26.783576,153.137401,3.6
17342816,Burnt Toast Cafe,Dubuque,Dubuque,42.504759,-90.667668,3.4
17342498,Catfish Charlie's,Dubuque,Dubuque,42.5124724,-90.6499328,3.3
17342648,Salsa's Mexican Restaurant,Dubuque,Dubuque,42.5032004,-90.6684746,3.4
17342781,Tony Roma's,Dubuque,Dubuque,42.496464,-90.658609,3.3
17342799,Vinny Vanucchi's,Dubuque,Dubuque,42.495689,-90.664029,3.4
17342772,Champps Americana,Dubuque,Dubuque,42.492018,-90.715247,3.5
17342771,Fiesta Cancun,Dubuque,Dubuque,42.49092,-90.740213,3.6
17342548,Happy Joe's Pizza & Ice Cream,Dubuque,Dubuque,42.4955,-90.7264,3.5
17342556,Houlihan's,Dubuque,Dubuque,42.516621,-90.645294,3.6
17342811,Ichiban Hibachi Steakhouse & Sushi Bar,Dubuque,Dubuque,42.492963,-90.712084,3.7
17342576,Kalmes Breaktime Bar & Grill,Dubuque,Dubuque,42.5043,-90.6646,3.6
17342770,L. May Eatery,Dubuque,Dubuque,42.503075,-90.668164,3.8
17342585,Los Aztecas,Dubuque,Dubuque,42.4916,-90.7055,3.5
17342494,Manna Java World Cafe,Dubuque,Dubuque,42.500191,-90.6677349,3.5
17342594,Mario's Italian Restaurant,Dubuque,Dubuque,42.5048,-90.6691,3.6
17342625,Pepper Sprout Incorporated,Dubuque,Dubuque,42.4974,-90.6651,3.6
17342652,Shot Tower Inn,Dubuque,Dubuque,42.4963,-90.6658,3.6
17342665,Sunshine Family Restaurant,Dubuque,Dubuque,42.4982789,-90.663686,3.5
17342810,Watershed Cafe,Dubuque,Dubuque,42.527556,-90.684882,3.7
17342775,Woodfire Grille,Dubuque,Dubuque,42.496378,-90.658988,3.6
16612028,The Belle General,East Ballina,East Ballina,-28.862663,153.593331,4.1
17536645,Jehova es Mi Pastor Tacos y Burritos,Fernley,Fernley,39.607515,-119.252694,3.7
16613507,Flaxton Gardens,Flaxton,Flaxton,-26.6521332,152.8771473,3.5
16607969,Bespoke Harvest,Forrest,Forrest,-38.517292,143.714315,3.7
17374405,Houndstooth Grill & Tavern,Gainesville,Braselton,34.0901,-83.8461,4.4
17375060,Hawg Wild BBQ & Catfish House,Gainesville,Clarkesville,34.61802,-83.520693,4.1
17375164,Bourbon Street Grille,Gainesville,Dahlonega,34.532973,-83.985353,3.8
17374552,Corkscrew Cafe,Gainesville,Dahlonega,34.5318,-83.9858,3.9
17375078,Smokin Gold BBQ,Gainesville,Dahlonega,34.533626,-83.983939,3.9
17375049,Hoka-Hoka Japanese Steak & Sushi,Gainesville,Dahlonega,34.541044,-83.989317,4.4
17375077,Shenanigan's Irish Pub,Gainesville,Dahlonega,34.533198,-83.986119,4.1
17375141,Fish Tales Lakeside Grille,Gainesville,Flowery Branch,34.183573,-83.938024,3.8
17375198,Antebellum,Gainesville,Flowery Branch,34.185707,-83.926217,4.3
17375180,Moonie's Texas Barbecue,Gainesville,Flowery Branch,34.180043,-83.927794,4.1
17375072,Atlanta Highway Seafood Market,Gainesville,Gainesville,34.285102,-83.838457,4.9
17375047,Eat at Thai,Gainesville,Gainesville,34.300182,-83.857993,4.6
17375074,Smoke House BBQ and Catering,Gainesville,Gainesville,34.222755,-83.860098,3.8
17374921,2 Dog,Gainesville,Gainesville,34.300567,-83.824023,4.2
17374819,Longstreet Cafe,Gainesville,Gainesville,34.3166,-83.8272,4.3
17375089,Re-Cess,Gainesville,Gainesville,34.300332,-83.82686,4.2
17375214,Bodensee,Gainesville,Helen,34.701594,-83.727741,3.8
17374951,Hofer's Bakery & Cafe,Gainesville,Helen,34.7024,-83.7345,3.9
17374978,Troll Tavern,Gainesville,Helen,34.7021,-83.7334,2.2
17375104,The Nacoochee Village Tavern & Pizzeria,Gainesville,Helen,34.691208,-83.713498,4.0
16604358,Blue Bean Love Cafe,Hepburn Springs,Hepburn Springs,-37.3123267,144.1387014,3.8
16604896,La Trattoria of Lavandula,Hepburn Springs,Hepburn Springs,-37.275494,144.110062,3.8
16612550,5 Little Pigs,Huskisson,Huskisson,-35.0388698,150.6710743,4.1
16606299,Beach Box Cafe,Inverloch,Inverloch,-38.6347458,145.7287133,3.7
16605794,Funkey Monkey,Lakes Entrance,Lakes Entrance,-37.8783865,147.9942247,3.8
